top,layer,gene,tstat,pval,fdr,gene_index,ensembl,KM_Zeng,BM,RNAscope,test,in_rows,results
6,WM-Layer5,MYRF,14.8905073235991,1.36289499993208e-23,1.60183201281491e-20,11871,ENSG00000124920,FALSE,FALSE,TRUE,paired_layers,72;81;93;105;116;122,WM-Layer1_top2;WM-Layer2_top1;WM-Layer3_top3;WM-Layer4_top5;WM-Layer5_top6;WM-Layer6_top2
7,WM-Layer5,MTUS1,14.2265564463162,1.57460294381947e-22,1.46510243076802e-19,9790,ENSG00000129422,FALSE,FALSE,FALSE,paired_layers,9;117,WM_top9;WM-Layer5_top7
8,WM-Layer5,MAL,14.1334456703493,2.22925246754478e-22,1.9912574741097e-19,2851,ENSG00000172005,FALSE,FALSE,TRUE,paired_layers,106;118,WM-Layer4_top6;WM-Layer5_top8
9,WM-Layer5,MBP,13.8904219129492,5.55279203189115e-22,4.59257032830227e-19,19352,ENSG00000197971,FALSE,FALSE,TRUE,paired_layers,74;85;95;109;119,WM-Layer1_top4;WM-Layer2_top5;WM-Layer3_top5;WM-Layer4_top9;WM-Layer5_top9
10,WM-Layer5,MAG,13.7741730502785,8.61510508218266e-22,6.25060446285205e-19,20716,ENSG00000105695,FALSE,FALSE,FALSE,paired_layers,80;86;97;120,WM-Layer1_top10;WM-Layer2_top6;WM-Layer3_top7;WM-Layer5_top10
1,WM-Layer6,GFAP,13.0096722118727,1.61522045001573e-20,9.01737196732531e-17,18436,ENSG00000131095,FALSE,FALSE,TRUE,paired_layers,94;101;111;121;131;142;153,WM-Layer3_top4;WM-Layer4_top1;WM-Layer5_top1;WM-Layer6_top1;Layer1-Layer2_top1;Layer1-Layer3_top2;Layer1-Layer4_top3
2,WM-Layer6,MYRF,12.3792736505379,1.91301805130619e-19,8.32867625268319e-16,11871,ENSG00000124920,FALSE,FALSE,TRUE,paired_layers,72;81;93;105;116;122,WM-Layer1_top2;WM-Layer2_top1;WM-Layer3_top3;WM-Layer4_top5;WM-Layer5_top6;WM-Layer6_top2
3,WM-Layer6,ANP32B,12.1145288172847,5.48011308262328e-19,1.52970506560076e-15,10962,ENSG00000136938,FALSE,FALSE,FALSE,paired_layers,5;123,WM_top5;WM-Layer6_top3
4,WM-Layer6,AQP1,11.8757841125985,1.42578455521938e-18,2.89447226387308e-15,8201,ENSG00000240583,FALSE,FALSE,TRUE,paired_layers,3;104;112;124,WM_top3;WM-Layer4_top4;WM-Layer5_top2;WM-Layer6_top4
5,WM-Layer6,BCAS1,11.3163146842014,1.3747857253887e-17,1.80590235492088e-14,19839,ENSG00000064787,FALSE,FALSE,TRUE,paired_layers,71;82;92;102;115;125,WM-Layer1_top1;WM-Layer2_top2;WM-Layer3_top2;WM-Layer4_top2;WM-Layer5_top5;WM-Layer6_top5
6,WM-Layer6,PTP4A2,11.2375382422784,1.8967730445537e-17,2.08342206745153e-14,487,ENSG00000184007,FALSE,FALSE,FALSE,paired_layers,2;126,WM_top2;WM-Layer6_top6
7,WM-Layer6,NDRG1,11.1330268205564,2.91005900252863e-17,2.70768864939446e-14,10404,ENSG00000104419,FALSE,FALSE,TRUE,paired_layers,1;110;113;127,WM_top1;WM-Layer4_top10;WM-Layer5_top3;WM-Layer6_top7
8,WM-Layer6,MOBP,11.0496972093989,4.09703644288552e-17,3.56842704984994e-14,3978,ENSG00000168314,FALSE,FALSE,FALSE,paired_layers,73;83;91;103;114;128,WM-Layer1_top3;WM-Layer2_top3;WM-Layer3_top1;WM-Layer4_top3;WM-Layer5_top4;WM-Layer6_top8
9,WM-Layer6,TPPP3,10.9443085367428,6.32137680195299e-17,4.32538657878871e-14,17341,ENSG00000159713,FALSE,FALSE,FALSE,paired_layers,129,WM-Layer6_top9
10,WM-Layer6,PAQR6,10.8476459270766,9.41863975038273e-17,5.8424345629388e-14,1501,ENSG00000160781,FALSE,FALSE,TRUE,paired_layers,4;130,WM_top4;WM-Layer6_top10
1,Layer1-Layer2,GFAP,11.9077580080412,1.25392750279413e-18,2.80014550648956e-14,18436,ENSG00000131095,FALSE,FALSE,TRUE,paired_layers,94;101;111;121;131;142;153,WM-Layer3_top4;WM-Layer4_top1;WM-Layer5_top1;WM-Layer6_top1;Layer1-Layer2_top1;Layer1-Layer3_top2;Layer1-Layer4_top3
2,Layer1-Layer2,CALD1,11.6667970178913,3.31059552132931e-18,3.69644542934025e-14,8802,ENSG00000122786,FALSE,FALSE,FALSE,paired_layers,132;144,Layer1-Layer2_top2;Layer1-Layer3_top4
3,Layer1-Layer2,MT1G,10.3663120371833,6.95265588055146e-16,5.0492853657097e-12,17246,ENSG00000125144,FALSE,FALSE,FALSE,paired_layers,11;133;141;151;161;171;282,Layer1_top1;Layer1-Layer2_top3;Layer1-Layer3_top1;Layer1-Layer4_top1;Layer1-Layer5_top1;Layer1-Layer6_top1;Layer1-WM_top2
4,Layer1-Layer2,VIM,10.2364481452504,1.19660125815733e-15,5.34426053918227e-12,12721,ENSG00000026025,FALSE,FALSE,TRUE,paired_layers,12;134;147;156;163;176,Layer1_top2;Layer1-Layer2_top4;Layer1-Layer3_top7;Layer1-Layer4_top6;Layer1-Layer5_top3;Layer1-Layer6_top6
5,Layer1-Layer2,EZR,10.0299774718794,2.84520124823856e-15,1.01269888208367e-11,7898,ENSG00000092820,FALSE,FALSE,FALSE,paired_layers,135;143;160,Layer1-Layer2_top5;Layer1-Layer3_top3;Layer1-Layer4_top10
6,Layer1-Layer2,PFKFB2,10.0039322104336,3.17446248470094e-15,1.01269888208367e-11,1938,ENSG00000123836,FALSE,FALSE,FALSE,paired_layers,136,Layer1-Layer2_top6
7,Layer1-Layer2,AQP4,9.73840623076524,9.72248589176863e-15,2.41236480498984e-11,19147,ENSG00000171885,FALSE,FALSE,TRUE,paired_layers,137;146,Layer1-Layer2_top7;Layer1-Layer3_top6
8,Layer1-Layer2,FABP7,9.51481682595263,2.50479904940191e-14,5.08496977929038e-11,7713,ENSG00000164434,FALSE,FALSE,FALSE,paired_layers,13;138;152;162;172;284,Layer1_top3;Layer1-Layer2_top8;Layer1-Layer4_top2;Layer1-Layer5_top2;Layer1-Layer6_top2;Layer1-WM_top4
9,Layer1-Layer2,PON2,9.48713612876858,2.81677106880437e-14,5.24177622812254e-11,8498,ENSG00000105854,FALSE,FALSE,FALSE,paired_layers,139,Layer1-Layer2_top9
10,Layer1-Layer2,CLU,9.3205816275248,5.71352043604379e-14,9.81450960440723e-11,9872,ENSG00000120885,FALSE,FALSE,TRUE,paired_layers,140;167,Layer1-Layer2_top10;Layer1-Layer5_top7
1,Layer1-Layer3,MT1G,17.4499288815302,1.83498727399234e-27,4.0977100815523e-23,17246,ENSG00000125144,FALSE,FALSE,FALSE,paired_layers,11;133;141;151;161;171;282,Layer1_top1;Layer1-Layer2_top3;Layer1-Layer3_top1;Layer1-Layer4_top1;Layer1-Layer5_top1;Layer1-Layer6_top1;Layer1-WM_top2
2,Layer1-Layer3,GFAP,14.478786804847,6.17409022148712e-23,6.89368043680144e-19,18436,ENSG00000131095,FALSE,FALSE,TRUE,paired_layers,94;101;111;121;131;142;153,WM-Layer3_top4;WM-Layer4_top1;WM-Layer5_top1;WM-Layer6_top1;Layer1-Layer2_top1;Layer1-Layer3_top2;Layer1-Layer4_top3
3,Layer1-Layer3,EZR,12.2720365962613,2.92699100695152e-19,1.98464032342303e-15,7898,ENSG00000092820,FALSE,FALSE,FALSE,paired_layers,135;143;160,Layer1-Layer2_top5;Layer1-Layer3_top3;Layer1-Layer4_top10
4,Layer1-Layer3,CALD1,12.2231425564945,3.55495109654388e-19,1.98464032342303e-15,8802,ENSG00000122786,FALSE,FALSE,FALSE,paired_layers,132;144,Layer1-Layer2_top2;Layer1-Layer3_top4
5,Layer1-Layer3,MT2A,12.141122951504,4.92847212790368e-19,2.20115422176434e-15,17241,ENSG00000125148,FALSE,FALSE,TRUE,paired_layers,145;155;164;179,Layer1-Layer3_top5;Layer1-Layer4_top5;Layer1-Layer5_top4;Layer1-Layer6_top9
6,Layer1-Layer3,AQP4,12.0923901800661,5.9865244170401e-19,2.22808461261537e-15,19147,ENSG00000171885,FALSE,FALSE,TRUE,paired_layers,137;146,Layer1-Layer2_top7;Layer1-Layer3_top6
7,Layer1-Layer3,VIM,11.4449988212542,8.13813330848589e-18,2.59618078445426e-14,12721,ENSG00000026025,FALSE,FALSE,TRUE,paired_layers,12;134;147;156;163;176,Layer1_top2;Layer1-Layer2_top4;Layer1-Layer3_top7;Layer1-Layer4_top6;Layer1-Layer5_top3;Layer1-Layer6_top6
8,Layer1-Layer3,ID3,11.0487619965314,4.11281322887834e-17,9.18432322140822e-14,351,ENSG00000117318,FALSE,FALSE,TRUE,paired_layers,148;158,Layer1-Layer3_top8;Layer1-Layer4_top8
9,Layer1-Layer3,MT1F,11.0250602679092,4.53372015383518e-17,9.20386406866304e-14,17245,ENSG00000198417,FALSE,FALSE,FALSE,paired_layers,15;149;159;177,Layer1_top5;Layer1-Layer3_top9;Layer1-Layer4_top9;Layer1-Layer6_top7
10,Layer1-Layer3,LRIG1,10.7324797370097,1.51649077111216e-16,2.65918216097649e-13,4287,ENSG00000144749,FALSE,FALSE,TRUE,paired_layers,150,Layer1-Layer3_top10
1,Layer1-Layer4,MT1G,19.9487927727834,6.47562672569714e-31,1.44607220411543e-26,17246,ENSG00000125144,FALSE,FALSE,FALSE,paired_layers,11;133;141;151;161;171;282,Layer1_top1;Layer1-Layer2_top3;Layer1-Layer3_top1;Layer1-Layer4_top1;Layer1-Layer5_top1;Layer1-Layer6_top1;Layer1-WM_top2
2,Layer1-Layer4,FABP7,16.4076671631461,6.27093826861749e-26,7.00181612382486e-22,7713,ENSG00000164434,FALSE,FALSE,FALSE,paired_layers,13;138;152;162;172;284,Layer1_top3;Layer1-Layer2_top8;Layer1-Layer4_top2;Layer1-Layer5_top2;Layer1-Layer6_top2;Layer1-WM_top4
3,Layer1-Layer4,GFAP,15.6672938651084,8.35828258187555e-25,6.22162694452876e-21,18436,ENSG00000131095,FALSE,FALSE,TRUE,paired_layers,94;101;111;121;131;142;153,WM-Layer3_top4;WM-Layer4_top1;WM-Layer5_top1;WM-Layer6_top1;Layer1-Layer2_top1;Layer1-Layer3_top2;Layer1-Layer4_top3
4,Layer1-Layer4,RGS12,15.5364013554456,1.3306897787903e-24,7.42890836254155e-21,5059,ENSG00000159788,FALSE,FALSE,TRUE,paired_layers,154;184;194;229,Layer1-Layer4_top4;Layer2-Layer3_top4;Layer2-Layer4_top4;Layer3-Layer4_top9
5,Layer1-Layer4,MT2A,15.1307399193554,5.70127352973909e-24,2.54630278385207e-20,17241,ENSG00000125148,FALSE,FALSE,TRUE,paired_layers,145;155;164;179,Layer1-Layer3_top5;Layer1-Layer4_top5;Layer1-Layer5_top4;Layer1-Layer6_top9
6,Layer1-Layer4,VIM,14.4195797454775,7.68595949463474e-23,2.86058602457814e-19,12721,ENSG00000026025,FALSE,FALSE,TRUE,paired_layers,12;134;147;156;163;176,Layer1_top2;Layer1-Layer2_top4;Layer1-Layer3_top7;Layer1-Layer4_top6;Layer1-Layer5_top3;Layer1-Layer6_top6
7,Layer1-Layer4,SERPINE2,13.93794852596,4.64239258660211e-22,1.15877024869691e-18,3621,ENSG00000135919,FALSE,FALSE,TRUE,paired_layers,28;157;165;182;191;201;211;221;232;286;291,Layer2_top8;Layer1-Layer4_top7;Layer1-Layer5_top5;Layer2-Layer3_top2;Layer2-Layer4_top1;Layer2-Layer5_top1;Layer2-Layer6_top1;Layer3-Layer4_top1;Layer3-Layer5_top2;Layer1-WM_top6;Layer2-WM_top1
8,Layer1-Layer4,ID3,13.9363646067477,4.67015907853308e-22,1.15877024869691e-18,351,ENSG00000117318,FALSE,FALSE,TRUE,paired_layers,148;158,Layer1-Layer3_top8;Layer1-Layer4_top8
9,Layer1-Layer4,MT1F,13.8746976976359,5.89208570744151e-22,1.31576165932876e-18,17245,ENSG00000198417,FALSE,FALSE,FALSE,paired_layers,15;149;159;177,Layer1_top5;Layer1-Layer3_top9;Layer1-Layer4_top9;Layer1-Layer6_top7
10,Layer1-Layer4,EZR,13.5855554845579,1.7633801140729e-21,3.28150344394683e-18,7898,ENSG00000092820,FALSE,FALSE,FALSE,paired_layers,135;143;160,Layer1-Layer2_top5;Layer1-Layer3_top3;Layer1-Layer4_top10
1,Layer1-Layer5,MT1G,18.5576373026198,4.95762485374938e-29,1.10708720609077e-24,17246,ENSG00000125144,FALSE,FALSE,FALSE,paired_layers,11;133;141;151;161;171;282,Layer1_top1;Layer1-Layer2_top3;Layer1-Layer3_top1;Layer1-Layer4_top1;Layer1-Layer5_top1;Layer1-Layer6_top1;Layer1-WM_top2
2,Layer1-Layer5,FABP7,15.3597341713311,2.50124198257192e-24,1.38563666361435e-20,7713,ENSG00000164434,FALSE,FALSE,FALSE,paired_layers,13;138;152;162;172;284,Layer1_top3;Layer1-Layer2_top8;Layer1-Layer4_top2;Layer1-Layer5_top2;Layer1-Layer6_top2;Layer1-WM_top4
3,Layer1-Layer5,VIM,15.2996817636065,3.10249577630726e-24,1.38563666361435e-20,12721,ENSG00000026025,FALSE,FALSE,TRUE,paired_layers,12;134;147;156;163;176,Layer1_top2;Layer1-Layer2_top4;Layer1-Layer3_top7;Layer1-Layer4_top6;Layer1-Layer5_top3;Layer1-Layer6_top6
4,Layer1-Layer5,MT2A,14.8386543744503,1.64655731842848e-23,6.12821191297106e-20,17241,ENSG00000125148,FALSE,FALSE,TRUE,paired_layers,145;155;164;179,Layer1-Layer3_top5;Layer1-Layer4_top5;Layer1-Layer5_top4;Layer1-Layer6_top9
5,Layer1-Layer5,SERPINE2,14.437973150549,7.18001668123802e-23,1.7815216945414e-19,3621,ENSG00000135919,FALSE,FALSE,TRUE,paired_layers,28;157;165;182;191;201;211;221;232;286;291,Layer2_top8;Layer1-Layer4_top7;Layer1-Layer5_top5;Layer2-Layer3_top2;Layer2-Layer4_top1;Layer2-Layer5_top1;Layer2-Layer6_top1;Layer3-Layer4_top1;Layer3-Layer5_top2;Layer1-WM_top6;Layer2-WM_top1
6,Layer1-Layer5,NECAB2,14.0612042451595,2.9217105012251e-22,5.43705976690481e-19,17538,ENSG00000103154,FALSE,FALSE,FALSE,paired_layers,166;209;285,Layer1-Layer5_top6;Layer2-Layer5_top9;Layer1-WM_top5
7,Layer1-Layer5,CLU,13.3411523926346,4.49108773748473e-21,5.89944001563361e-18,9872,ENSG00000120885,FALSE,FALSE,TRUE,paired_layers,140;167,Layer1-Layer2_top10;Layer1-Layer5_top7
8,Layer1-Layer5,RELN,13.1762060651603,8.47641889197383e-21,9.96246896192988e-18,8638,ENSG00000189056,TRUE,TRUE,TRUE,paired_layers,168;174;287,Layer1-Layer5_top8;Layer1-Layer6_top4;Layer1-WM_top7
9,Layer1-Layer5,SOWAHA,12.9480757757012,2.05203335302077e-20,2.0829071275594e-17,6395,ENSG00000198944,FALSE,FALSE,FALSE,paired_layers,169;197;206;225;239,Layer1-Layer5_top9;Layer2-Layer4_top7;Layer2-Layer5_top6;Layer3-Layer4_top5;Layer3-Layer5_top9
10,Layer1-Layer5,MALAT1,12.9022118920108,2.45312252342208e-20,2.3817686552408e-17,12011,ENSG00000251562,FALSE,FALSE,TRUE,paired_layers,170,Layer1-Layer5_top10
1,Layer1-Layer6,MT1G,17.4472718851184,1.85127250583062e-27,2.06703831638518e-23,17246,ENSG00000125144,FALSE,FALSE,FALSE,paired_layers,11;133;141;151;161;171;282,Layer1_top1;Layer1-Layer2_top3;Layer1-Layer3_top1;Layer1-Layer4_top1;Layer1-Layer5_top1;Layer1-Layer6_top1;Layer1-WM_top2
2,Layer1-Layer6,FABP7,15.5752110813351,1.1590379256614e-24,8.62749197264827e-21,7713,ENSG00000164434,FALSE,FALSE,FALSE,paired_layers,13;138;152;162;172;284,Layer1_top3;Layer1-Layer2_top8;Layer1-Layer4_top2;Layer1-Layer5_top2;Layer1-Layer6_top2;Layer1-WM_top4
3,Layer1-Layer6,CNR1,14.6603567911022,3.16276491676621e-23,1.17598399484264e-19,7564,ENSG00000118432,TRUE,FALSE,TRUE,paired_layers,173;185;199;215;281;299,Layer1-Layer6_top3;Layer2-Layer3_top5;Layer2-Layer4_top9;Layer2-Layer6_top5;Layer1-WM_top1;Layer2-WM_top9
4,Layer1-Layer6,RELN,14.6186770672179,3.68630512019098e-23,1.17598399484264e-19,8638,ENSG00000189056,TRUE,TRUE,TRUE,paired_layers,168;174;287,Layer1-Layer5_top8;Layer1-Layer6_top4;Layer1-WM_top7
5,Layer1-Layer6,RAMP1,14.4665986725393,6.45861122508158e-23,1.80284059084121e-19,3707,ENSG00000132329,FALSE,FALSE,TRUE,paired_layers,175,Layer1-Layer6_top5
6,Layer1-Layer6,VIM,13.4825272608399,2.61274856889573e-21,4.86210735766755e-18,12721,ENSG00000026025,FALSE,FALSE,TRUE,paired_layers,12;134;147;156;163;176,Layer1_top2;Layer1-Layer2_top4;Layer1-Layer3_top7;Layer1-Layer4_top6;Layer1-Layer5_top3;Layer1-Layer6_top6
7,Layer1-Layer6,MT1F,12.8811847956911,2.66259029150282e-20,3.71614398747185e-17,17245,ENSG00000198417,FALSE,FALSE,FALSE,paired_layers,15;149;159;177,Layer1_top5;Layer1-Layer3_top9;Layer1-Layer4_top9;Layer1-Layer6_top7
8,Layer1-Layer6,CDC42EP4,12.6214333234103,7.35951583976891e-20,9.13029712321553e-17,18758,ENSG00000179604,FALSE,FALSE,FALSE,paired_layers,18;178,Layer1_top8;Layer1-Layer6_top8
9,Layer1-Layer6,MT2A,12.422369487235,1.61309938242361e-19,1.78998535290998e-16,17241,ENSG00000125148,FALSE,FALSE,TRUE,paired_layers,145;155;164;179,Layer1-Layer3_top5;Layer1-Layer4_top5;Layer1-Layer5_top4;Layer1-Layer6_top9
10,Layer1-Layer6,LINC00052,12.3367530204298,2.26403832611197e-19,2.29810181183665e-16,16455,ENSG00000259527,FALSE,FALSE,TRUE,paired_layers,14;180,Layer1_top4;Layer1-Layer6_top10
1,Layer2-Layer3,PRMT7,9.92753332510831,4.37826662029298e-15,9.77710718977624e-11,17382,ENSG00000132600,FALSE,FALSE,FALSE,paired_layers,181,Layer2-Layer3_top1
2,Layer2-Layer3,SERPINE2,9.23076948280274,8.37158241163014e-14,6.62138893605863e-10,3621,ENSG00000135919,FALSE,FALSE,TRUE,paired_layers,28;157;165;182;191;201;211;221;232;286;291,Layer2_top8;Layer1-Layer4_top7;Layer1-Layer5_top5;Layer2-Layer3_top2;Layer2-Layer4_top1;Layer2-Layer5_top1;Layer2-Layer6_top1;Layer3-Layer4_top1;Layer3-Layer5_top2;Layer1-WM_top6;Layer2-WM_top1
3,Layer2-Layer3,DACT1,9.21651139329541,8.89533241152474e-14,6.62138893605863e-10,15403,ENSG00000165617,FALSE,FALSE,FALSE,paired_layers,21;183,Layer2_top1;Layer2-Layer3_top3
4,Layer2-Layer3,RGS12,8.99450114493383,2.2911929364352e-13,1.19110722699526e-09,5059,ENSG00000159788,FALSE,FALSE,TRUE,paired_layers,154;184;194;229,Layer1-Layer4_top4;Layer2-Layer3_top4;Layer2-Layer4_top4;Layer3-Layer4_top9
5,Layer2-Layer3,CNR1,8.95891398075806,2.66693660605271e-13,1.19110722699526e-09,7564,ENSG00000118432,TRUE,FALSE,TRUE,paired_layers,173;185;199;215;281;299,Layer1-Layer6_top3;Layer2-Layer3_top5;Layer2-Layer4_top9;Layer2-Layer6_top5;Layer1-WM_top1;Layer2-WM_top9
6,Layer2-Layer3,PHYHIPL,8.38136354558827,3.15244116738672e-12,1.05288701399214e-08,12914,ENSG00000165443,FALSE,FALSE,FALSE,paired_layers,186;463,Layer2-Layer3_top6;Layer5-Layer4_top3
7,Layer2-Layer3,CAMK2N1,8.20138704962421,6.81367790656131e-12,1.90195301664276e-08,308,ENSG00000162545,FALSE,FALSE,FALSE,paired_layers,27;187;193;202;213;227;236;290;293,Layer2_top7;Layer2-Layer3_top7;Layer2-Layer4_top3;Layer2-Layer5_top2;Layer2-Layer6_top3;Layer3-Layer4_top7;Layer3-Layer5_top6;Layer1-WM_top10;Layer2-WM_top3
8,Layer2-Layer3,HPCAL1,7.81807399505256,3.51582720855618e-11,6.54266144952233e-08,2313,ENSG00000115756,FALSE,FALSE,FALSE,paired_layers,188;192;203;216;224;235,Layer2-Layer3_top8;Layer2-Layer4_top2;Layer2-Layer5_top3;Layer2-Layer6_top6;Layer3-Layer4_top4;Layer3-Layer5_top5
9,Layer2-Layer3,MEIS2,7.23213405218176,4.28073483185655e-10,5.31072719612159e-07,15926,ENSG00000134138,FALSE,FALSE,TRUE,paired_layers,189;196,Layer2-Layer3_top9;Layer2-Layer4_top6
10,Layer2-Layer3,GNG2,7.03294006671754,9.96513908181318e-10,1.11265760417985e-06,15352,ENSG00000186469,FALSE,FALSE,FALSE,paired_layers,190;478;483,Layer2-Layer3_top10;Layer6-Layer4_top8;Layer6-Layer5_top3
1,Layer2-Layer4,SERPINE2,19.8021535174603,1.01281548497155e-30,2.26171825948996e-26,3621,ENSG00000135919,FALSE,FALSE,TRUE,paired_layers,28;157;165;182;191;201;211;221;232;286;291,Layer2_top8;Layer1-Layer4_top7;Layer1-Layer5_top5;Layer2-Layer3_top2;Layer2-Layer4_top1;Layer2-Layer5_top1;Layer2-Layer6_top1;Layer3-Layer4_top1;Layer3-Layer5_top2;Layer1-WM_top6;Layer2-WM_top1
2,Layer2-Layer4,HPCAL1,17.8898701105987,4.29811974139877e-28,4.79906559725879e-24,2313,ENSG00000115756,FALSE,FALSE,FALSE,paired_layers,188;192;203;216;224;235,Layer2-Layer3_top8;Layer2-Layer4_top2;Layer2-Layer5_top3;Layer2-Layer6_top6;Layer3-Layer4_top4;Layer3-Layer5_top5
3,Layer2-Layer4,CAMK2N1,16.1962976257299,1.30442370848642e-25,9.70969527807006e-22,308,ENSG00000162545,FALSE,FALSE,FALSE,paired_layers,27;187;193;202;213;227;236;290;293,Layer2_top7;Layer2-Layer3_top7;Layer2-Layer4_top3;Layer2-Layer5_top2;Layer2-Layer6_top3;Layer3-Layer4_top7;Layer3-Layer5_top6;Layer1-WM_top10;Layer2-WM_top3
4,Layer2-Layer4,RGS12,16.0616211139962,2.08616718779021e-25,1.16465498676358e-21,5059,ENSG00000159788,FALSE,FALSE,TRUE,paired_layers,154;184;194;229,Layer1-Layer4_top4;Layer2-Layer3_top4;Layer2-Layer4_top4;Layer3-Layer4_top9
5,Layer2-Layer4,PDZD2,15.870954565039,4.07139955358918e-25,1.818368468624e-21,5932,ENSG00000133401,FALSE,FALSE,FALSE,paired_layers,195;207;222,Layer2-Layer4_top5;Layer2-Layer5_top7;Layer3-Layer4_top2
6,Layer2-Layer4,MEIS2,14.0232172393642,3.36920318838203e-22,1.25396127332932e-18,15926,ENSG00000134138,FALSE,FALSE,TRUE,paired_layers,189;196,Layer2-Layer3_top9;Layer2-Layer4_top6
7,Layer2-Layer4,SOWAHA,13.1985542087133,7.77588385976931e-21,1.97400671194509e-17,6395,ENSG00000198944,FALSE,FALSE,FALSE,paired_layers,169;197;206;225;239,Layer1-Layer5_top9;Layer2-Layer4_top7;Layer2-Layer5_top6;Layer3-Layer4_top5;Layer3-Layer5_top9
8,Layer2-Layer4,CRLF1,12.508936876668,1.14602567150228e-19,2.13265827252645e-16,20551,ENSG00000006016,FALSE,FALSE,TRUE,paired_layers,198;226,Layer2-Layer4_top8;Layer3-Layer4_top6
9,Layer2-Layer4,CNR1,12.2216604441012,3.57597381636536e-19,6.14269779178884e-16,7564,ENSG00000118432,TRUE,FALSE,TRUE,paired_layers,173;185;199;215;281;299,Layer1-Layer6_top3;Layer2-Layer3_top5;Layer2-Layer4_top9;Layer2-Layer6_top5;Layer1-WM_top1;Layer2-WM_top9
10,Layer2-Layer4,JUN,12.190046911437,4.05547013604948e-19,6.4687645434372e-16,834,ENSG00000177606,FALSE,FALSE,TRUE,paired_layers,200;230,Layer2-Layer4_top10;Layer3-Layer4_top10
1,Layer2-Layer5,SERPINE2,20.3021781420493,2.22458319411452e-31,4.96771673077713e-27,3621,ENSG00000135919,FALSE,FALSE,TRUE,paired_layers,28;157;165;182;191;201;211;221;232;286;291,Layer2_top8;Layer1-Layer4_top7;Layer1-Layer5_top5;Layer2-Layer3_top2;Layer2-Layer4_top1;Layer2-Layer5_top1;Layer2-Layer6_top1;Layer3-Layer4_top1;Layer3-Layer5_top2;Layer1-WM_top6;Layer2-WM_top1
2,Layer2-Layer5,CAMK2N1,18.9524089086892,1.41634647471541e-29,1.58142165634349e-25,308,ENSG00000162545,FALSE,FALSE,FALSE,paired_layers,27;187;193;202;213;227;236;290;293,Layer2_top7;Layer2-Layer3_top7;Layer2-Layer4_top3;Layer2-Layer5_top2;Layer2-Layer6_top3;Layer3-Layer4_top7;Layer3-Layer5_top6;Layer1-WM_top10;Layer2-WM_top3
3,Layer2-Layer5,HPCAL1,18.6559613948983,3.62275940600687e-29,2.69666134318465e-25,2313,ENSG00000115756,FALSE,FALSE,FALSE,paired_layers,188;192;203;216;224;235,Layer2-Layer3_top8;Layer2-Layer4_top2;Layer2-Layer5_top3;Layer2-Layer6_top6;Layer3-Layer4_top4;Layer3-Layer5_top5
4,Layer2-Layer5,LAMP5,15.8906914632277,3.79832130085455e-25,1.21171875670547e-21,19480,ENSG00000125869,FALSE,FALSE,TRUE,paired_layers,204;212;296,Layer2-Layer5_top4;Layer2-Layer6_top2;Layer2-WM_top6
5,Layer2-Layer5,SIPA1L1,15.3212446914159,2.87141199672474e-24,8.01518766235751e-21,15512,ENSG00000197555,FALSE,FALSE,FALSE,paired_layers,24;205;347,Layer2_top4;Layer2-Layer5_top5;Layer2-Layer1_top7
6,Layer2-Layer5,SOWAHA,15.097128521557,6.43776532401657e-24,1.56238573426322e-20,6395,ENSG00000198944,FALSE,FALSE,FALSE,paired_layers,169;197;206;225;239,Layer1-Layer5_top9;Layer2-Layer4_top7;Layer2-Layer5_top6;Layer3-Layer4_top5;Layer3-Layer5_top9
7,Layer2-Layer5,PDZD2,15.0741262906797,6.9964879954468e-24,1.56238573426322e-20,5932,ENSG00000133401,FALSE,FALSE,FALSE,paired_layers,195;207;222,Layer2-Layer4_top5;Layer2-Layer5_top7;Layer3-Layer4_top2
8,Layer2-Layer5,RCN1,14.6448514537811,3.34813901276871e-23,6.23060769117816e-20,11682,ENSG00000049449,FALSE,FALSE,FALSE,paired_layers,208;228;233,Layer2-Layer5_top8;Layer3-Layer4_top8;Layer3-Layer5_top3
9,Layer2-Layer5,NECAB2,14.6007054673734,3.93826761554685e-23,6.76503493252128e-20,17538,ENSG00000103154,FALSE,FALSE,FALSE,paired_layers,166;209;285,Layer1-Layer5_top6;Layer2-Layer5_top9;Layer1-WM_top5
10,Layer2-Layer5,RASGRF2,13.3542924900385,4.27011573225224e-21,6.35706362779498e-18,6199,ENSG00000113319,TRUE,FALSE,FALSE,paired_layers,210;237,Layer2-Layer5_top10;Layer3-Layer5_top7
1,Layer2-Layer6,SERPINE2,16.6879143573188,2.39491953850572e-26,1.78269827381238e-22,3621,ENSG00000135919,FALSE,FALSE,TRUE,paired_layers,28;157;165;182;191;201;211;221;232;286;291,Layer2_top8;Layer1-Layer4_top7;Layer1-Layer5_top5;Layer2-Layer3_top2;Layer2-Layer4_top1;Layer2-Layer5_top1;Layer2-Layer6_top1;Layer3-Layer4_top1;Layer3-Layer5_top2;Layer1-WM_top6;Layer2-WM_top1
2,Layer2-Layer6,LAMP5,16.1023536946294,1.80953612427349e-25,9.95217357224393e-22,19480,ENSG00000125869,FALSE,FALSE,TRUE,paired_layers,204;212;296,Layer2-Layer5_top4;Layer2-Layer6_top2;Layer2-WM_top6
