top,layer,gene,tstat,pval,fdr,gene_index,ensembl,KM_Zeng,BM,RNAscope,test,in_rows,results
4,Layer5-Layer2,SMYD2,14.7808342811583,2.033839284808e-23,4.12887864264069e-20,1994,ENSG00000143499,FALSE,FALSE,TRUE,paired_layers,53;277;328;376;414,Layer5_top3;Layer5-Layer6_top7;Layer5-WM_top8;Layer5-Layer1_top6;Layer5-Layer2_top4
5,Layer5-Layer2,CLSTN2,14.549294490322,4.75932767637209e-23,7.59146759579036e-20,4638,ENSG00000158258,FALSE,FALSE,FALSE,paired_layers,390;415;424;445,Layer6-Layer1_top10;Layer5-Layer2_top5;Layer6-Layer2_top4;Layer5-Layer3_top5
6,Layer5-Layer2,RXFP1,13.3023416791788,5.21345828616916e-21,7.27635856177773e-18,5706,ENSG00000171509,TRUE,FALSE,TRUE,paired_layers,416;426;431;448,Layer5-Layer2_top6;Layer6-Layer2_top6;Layer4-Layer3_top1;Layer5-Layer3_top8
7,Layer5-Layer2,TUBA1B,13.0181657183454,1.56283786901481e-20,1.83682802384051e-17,13893,ENSG00000123416,FALSE,FALSE,TRUE,paired_layers,360;362;373;397;405;417,Layer3-Layer1_top10;Layer4-Layer1_top2;Layer5-Layer1_top3;Layer3-Layer2_top7;Layer4-Layer2_top5;Layer5-Layer2_top7
8,Layer5-Layer2,PCSK1,12.3654171172194,2.02093084624327e-19,2.14901936797421e-16,6256,ENSG00000175426,FALSE,FALSE,FALSE,paired_layers,393;418,Layer3-Layer2_top3;Layer5-Layer2_top8
9,Layer5-Layer2,PFKP,12.1064109990346,5.66059058008639e-19,5.49594122799605e-16,12627,ENSG00000067057,FALSE,FALSE,TRUE,paired_layers,419,Layer5-Layer2_top9
10,Layer5-Layer2,NEUROD6,11.7704727424621,2.17841700706651e-18,1.80171222906675e-15,8204,ENSG00000164600,FALSE,FALSE,TRUE,paired_layers,359;363;396;410;420,Layer3-Layer1_top9;Layer4-Layer1_top3;Layer3-Layer2_top6;Layer4-Layer2_top10;Layer5-Layer2_top10
1,Layer6-Layer2,KRT17,20.8602396679611,4.22678597633555e-32,9.43883576375492e-28,18321,ENSG00000128422,FALSE,FALSE,TRUE,paired_layers,69;381;421;451;471;481,Layer6_top9;Layer6-Layer1_top1;Layer6-Layer2_top1;Layer6-Layer3_top1;Layer6-Layer4_top1;Layer6-Layer5_top1
2,Layer6-Layer2,EFHD2,17.2220343001773,3.92733454417484e-27,4.38506538529842e-23,232,ENSG00000142634,FALSE,FALSE,FALSE,paired_layers,378;389;407;411;422;434;443;459,Layer5-Layer1_top8;Layer6-Layer1_top9;Layer4-Layer2_top7;Layer5-Layer2_top1;Layer6-Layer2_top2;Layer4-Layer3_top4;Layer5-Layer3_top3;Layer6-Layer3_top9
3,Layer6-Layer2,HS3ST2,15.4301344714566,1.94416028059456e-24,7.2358405376595e-21,16964,ENSG00000122254,FALSE,FALSE,FALSE,paired_layers,375;386;413;423;442;456;465,Layer5-Layer1_top5;Layer6-Layer1_top6;Layer5-Layer2_top3;Layer6-Layer2_top3;Layer5-Layer3_top2;Layer6-Layer3_top6;Layer5-Layer4_top5
4,Layer6-Layer2,CLSTN2,13.9947626076187,3.74920416841455e-22,9.30260869831836e-19,4638,ENSG00000158258,FALSE,FALSE,FALSE,paired_layers,390;415;424;445,Layer6-Layer1_top10;Layer5-Layer2_top5;Layer6-Layer2_top4;Layer5-Layer3_top5
5,Layer6-Layer2,B3GALT2,13.9472416253539,4.48280499372938e-22,1.00105518314971e-18,1809,ENSG00000162630,TRUE,FALSE,FALSE,paired_layers,382;425;453;479,Layer6-Layer1_top2;Layer6-Layer2_top5;Layer6-Layer3_top3;Layer6-Layer4_top9
6,Layer6-Layer2,RXFP1,13.8193196853741,7.26259906945184e-22,1.47437363472663e-18,5706,ENSG00000171509,TRUE,FALSE,TRUE,paired_layers,416;426;431;448,Layer5-Layer2_top6;Layer6-Layer2_top6;Layer4-Layer3_top1;Layer5-Layer3_top8
7,Layer6-Layer2,CTGF,13.3554903133272,4.25052597598897e-21,7.90987463081747e-18,7750,ENSG00000118523,TRUE,TRUE,TRUE,paired_layers,427;455;476;482,Layer6-Layer2_top7;Layer6-Layer3_top5;Layer6-Layer4_top6;Layer6-Layer5_top2
8,Layer6-Layer2,NR4A2,12.9913481520771,1.73434215663624e-20,2.58197297998959e-17,3178,ENSG00000153234,TRUE,TRUE,TRUE,paired_layers,62;428;454;472;488,Layer6_top2;Layer6-Layer2_top8;Layer6-Layer3_top4;Layer6-Layer4_top2;Layer6-Layer5_top8
9,Layer6-Layer2,NTNG2,12.6811363828817,5.82160120051933e-20,7.6471868475763e-17,11252,ENSG00000196358,TRUE,FALSE,TRUE,paired_layers,65;429;457,Layer6_top5;Layer6-Layer2_top9;Layer6-Layer3_top7
10,Layer6-Layer2,ISLR,12.6114109597298,7.65522833461156e-20,9.49716133001171e-17,16311,ENSG00000129009,FALSE,FALSE,TRUE,paired_layers,61;430;460;477;484,Layer6_top1;Layer6-Layer2_top10;Layer6-Layer3_top10;Layer6-Layer4_top7;Layer6-Layer5_top4
1,Layer4-Layer3,RXFP1,7.56603703153901,1.03226885844343e-10,1.92096632315835e-07,5706,ENSG00000171509,TRUE,FALSE,TRUE,paired_layers,416;426;431;448,Layer5-Layer2_top6;Layer6-Layer2_top6;Layer4-Layer3_top1;Layer5-Layer3_top8
2,Layer4-Layer3,HS3ST4,7.40819158488769,2.02373208266762e-10,3.47630470292698e-07,16991,ENSG00000182601,FALSE,FALSE,TRUE,paired_layers,99;384;432;441;452;467;475,WM-Layer3_top9;Layer6-Layer1_top4;Layer4-Layer3_top2;Layer5-Layer3_top1;Layer6-Layer3_top2;Layer5-Layer4_top7;Layer6-Layer4_top5
3,Layer4-Layer3,VAMP1,7.09206625721199,7.75715249899357e-10,1.01897042620603e-06,13544,ENSG00000139190,FALSE,FALSE,FALSE,paired_layers,41;265;319;369;403;433,Layer4_top1;Layer4-Layer6_top5;Layer4-WM_top9;Layer4-Layer1_top9;Layer4-Layer2_top3;Layer4-Layer3_top3
4,Layer4-Layer3,EFHD2,6.95563834448141,1.38198103742136e-09,1.7145010303698e-06,232,ENSG00000142634,FALSE,FALSE,FALSE,paired_layers,378;389;407;411;422;434;443;459,Layer5-Layer1_top8;Layer6-Layer1_top9;Layer4-Layer2_top7;Layer5-Layer2_top1;Layer6-Layer2_top2;Layer4-Layer3_top4;Layer5-Layer3_top3;Layer6-Layer3_top9
5,Layer4-Layer3,NEFH,6.70649672671878,3.94879085448568e-09,4.40902242857599e-06,21708,ENSG00000100285,FALSE,TRUE,TRUE,paired_layers,43;368;399;402;435,Layer4_top3;Layer4-Layer1_top8;Layer3-Layer2_top9;Layer4-Layer2_top2;Layer4-Layer3_top5
6,Layer4-Layer3,RORB,6.46689489253487,1.07641777313046e-08,9.30047872442881e-06,10825,ENSG00000198963,TRUE,TRUE,TRUE,paired_layers,263;273;314;327;409;436,Layer4-Layer6_top3;Layer5-Layer6_top3;Layer4-WM_top4;Layer5-WM_top7;Layer4-Layer2_top9;Layer4-Layer3_top6
7,Layer4-Layer3,FOXP2,6.46546470614951,1.08285543341162e-08,9.30047872442881e-06,8689,ENSG00000128573,TRUE,TRUE,TRUE,paired_layers,437,Layer4-Layer3_top7
8,Layer4-Layer3,GUCA1C,6.40176567424395,1.41182239659858e-08,1.16768170142381e-05,4395,ENSG00000138472,FALSE,FALSE,FALSE,paired_layers,42;438,Layer4_top2;Layer4-Layer3_top8
9,Layer4-Layer3,CNIH3,6.36213254654949,1.6646837859575e-08,1.32764477229346e-05,2047,ENSG00000143786,FALSE,FALSE,FALSE,paired_layers,439,Layer4-Layer3_top9
10,Layer4-Layer3,SCN1B,6.25667010900231,2.57759539403943e-08,1.85678331433208e-05,20704,ENSG00000105711,FALSE,FALSE,FALSE,paired_layers,45;260;267;311;366;406;440,Layer4_top5;Layer4-Layer5_top10;Layer4-Layer6_top7;Layer4-WM_top1;Layer4-Layer1_top6;Layer4-Layer2_top6;Layer4-Layer3_top10
1,Layer5-Layer3,HS3ST4,15.4758322839444,1.65138962066938e-24,1.8438590809584e-20,16991,ENSG00000182601,FALSE,FALSE,TRUE,paired_layers,99;384;432;441;452;467;475,WM-Layer3_top9;Layer6-Layer1_top4;Layer4-Layer3_top2;Layer5-Layer3_top1;Layer6-Layer3_top2;Layer5-Layer4_top7;Layer6-Layer4_top5
2,Layer5-Layer3,HS3ST2,14.6877526898266,2.86017923289866e-23,2.129022081662e-19,16964,ENSG00000122254,FALSE,FALSE,FALSE,paired_layers,375;386;413;423;442;456;465,Layer5-Layer1_top5;Layer6-Layer1_top6;Layer5-Layer2_top3;Layer6-Layer2_top3;Layer5-Layer3_top2;Layer6-Layer3_top6;Layer5-Layer4_top5
3,Layer5-Layer3,EFHD2,14.1581154081186,2.0328625681561e-22,1.13489635023735e-18,232,ENSG00000142634,FALSE,FALSE,FALSE,paired_layers,378;389;407;411;422;434;443;459,Layer5-Layer1_top8;Layer6-Layer1_top9;Layer4-Layer2_top7;Layer5-Layer2_top1;Layer6-Layer2_top2;Layer4-Layer3_top4;Layer5-Layer3_top3;Layer6-Layer3_top9
4,Layer5-Layer3,PCP4,13.3610365337789,4.1609952945995e-21,1.85838371847403e-17,22225,ENSG00000183036,TRUE,TRUE,TRUE,paired_layers,51;272;323;444;466,Layer5_top1;Layer5-Layer6_top2;Layer5-WM_top3;Layer5-Layer3_top4;Layer5-Layer4_top6
5,Layer5-Layer3,CLSTN2,12.1661468778362,4.46055419987732e-19,9.96086358374604e-16,4638,ENSG00000158258,FALSE,FALSE,FALSE,paired_layers,390;415;424;445,Layer6-Layer1_top10;Layer5-Layer2_top5;Layer6-Layer2_top4;Layer5-Layer3_top5
6,Layer5-Layer3,ETV1,12.0101083976362,8.31876812481675e-19,1.42897239227141e-15,8095,ENSG00000006468,TRUE,TRUE,TRUE,paired_layers,446;464,Layer5-Layer3_top6;Layer5-Layer4_top4
7,Layer5-Layer3,RPRM,11.9873799524063,9.11146509931011e-19,1.45334376523353e-15,3175,ENSG00000177519,TRUE,FALSE,FALSE,paired_layers,447;461,Layer5-Layer3_top7;Layer5-Layer4_top1
8,Layer5-Layer3,RXFP1,11.4961872673945,6.60942954292877e-18,9.22469819519639e-15,5706,ENSG00000171509,TRUE,FALSE,TRUE,paired_layers,416;426;431;448,Layer5-Layer2_top6;Layer6-Layer2_top6;Layer4-Layer3_top1;Layer5-Layer3_top8
9,Layer5-Layer3,PDE1A,11.3867234080093,1.03168681205643e-17,1.35521165882542e-14,3346,ENSG00000115252,TRUE,FALSE,TRUE,paired_layers,449,Layer5-Layer3_top9
10,Layer5-Layer3,VAT1L,10.9916524076643,5.20165713546121e-17,5.53134311866592e-14,17496,ENSG00000171724,TRUE,FALSE,TRUE,paired_layers,57;450,Layer5_top7;Layer5-Layer3_top10
1,Layer6-Layer3,KRT17,21.8954743129145,2.11027352524143e-33,4.71245180921665e-29,18321,ENSG00000128422,FALSE,FALSE,TRUE,paired_layers,69;381;421;451;471;481,Layer6_top9;Layer6-Layer1_top1;Layer6-Layer2_top1;Layer6-Layer3_top1;Layer6-Layer4_top1;Layer6-Layer5_top1
2,Layer6-Layer3,HS3ST4,20.0348492300897,4.9859795593838e-31,5.56709547702999e-27,16991,ENSG00000182601,FALSE,FALSE,TRUE,paired_layers,99;384;432;441;452;467;475,WM-Layer3_top9;Layer6-Layer1_top4;Layer4-Layer3_top2;Layer5-Layer3_top1;Layer6-Layer3_top2;Layer5-Layer4_top7;Layer6-Layer4_top5
3,Layer6-Layer3,B3GALT2,15.4186148484749,2.02590199876001e-24,9.04808350686197e-21,1809,ENSG00000162630,TRUE,FALSE,FALSE,paired_layers,382;425;453;479,Layer6-Layer1_top2;Layer6-Layer2_top5;Layer6-Layer3_top3;Layer6-Layer4_top9
4,Layer6-Layer3,NR4A2,14.5650161238533,4.49138901374387e-23,1.67162013443191e-19,3178,ENSG00000153234,TRUE,TRUE,TRUE,paired_layers,62;428;454;472;488,Layer6_top2;Layer6-Layer2_top8;Layer6-Layer3_top4;Layer6-Layer4_top2;Layer6-Layer5_top8
5,Layer6-Layer3,CTGF,14.2939732741719,1.22503494228759e-22,3.90803647088917e-19,7750,ENSG00000118523,TRUE,TRUE,TRUE,paired_layers,427;455;476;482,Layer6-Layer2_top7;Layer6-Layer3_top5;Layer6-Layer4_top6;Layer6-Layer5_top2
6,Layer6-Layer3,HS3ST2,13.9934524899666,3.76770666707842e-22,1.0517082197816e-18,16964,ENSG00000122254,FALSE,FALSE,FALSE,paired_layers,375;386;413;423;442;456;465,Layer5-Layer1_top5;Layer6-Layer1_top6;Layer5-Layer2_top3;Layer6-Layer2_top3;Layer5-Layer3_top2;Layer6-Layer3_top6;Layer5-Layer4_top5
7,Layer6-Layer3,NTNG2,13.775060621695,8.58620709035511e-22,2.13042878371911e-18,11252,ENSG00000196358,TRUE,FALSE,TRUE,paired_layers,65;429;457,Layer6_top5;Layer6-Layer2_top9;Layer6-Layer3_top7
8,Layer6-Layer3,SHB,13.6834138590559,1.21535697802285e-21,2.71401366762282e-18,10755,ENSG00000107338,FALSE,FALSE,FALSE,paired_layers,458,Layer6-Layer3_top8
9,Layer6-Layer3,EFHD2,13.4475876544509,2.98632171861133e-21,6.0625045725736e-18,232,ENSG00000142634,FALSE,FALSE,FALSE,paired_layers,378;389;407;411;422;434;443;459,Layer5-Layer1_top8;Layer6-Layer1_top9;Layer4-Layer2_top7;Layer5-Layer2_top1;Layer6-Layer2_top2;Layer4-Layer3_top4;Layer5-Layer3_top3;Layer6-Layer3_top9
10,Layer6-Layer3,ISLR,13.3734243672084,3.96782962257609e-21,7.31066972638666e-18,16311,ENSG00000129009,FALSE,FALSE,TRUE,paired_layers,61;430;460;477;484,Layer6_top1;Layer6-Layer2_top10;Layer6-Layer3_top10;Layer6-Layer4_top7;Layer6-Layer5_top4
1,Layer5-Layer4,RPRM,10.770968497743,1.29314386833369e-16,2.88771957237596e-12,3175,ENSG00000177519,TRUE,FALSE,FALSE,paired_layers,447;461,Layer5-Layer3_top7;Layer5-Layer4_top1
2,Layer5-Layer4,CAMK2D,9.90945742115259,4.72462475840221e-15,5.27527977399398e-11,5548,ENSG00000145349,FALSE,FALSE,TRUE,paired_layers,52;278;372;412;462,Layer5_top2;Layer5-Layer6_top8;Layer5-Layer1_top2;Layer5-Layer2_top2;Layer5-Layer4_top2
3,Layer5-Layer4,PHYHIPL,9.76200949559313,8.79986058472579e-15,6.55032289058372e-11,12914,ENSG00000165443,FALSE,FALSE,FALSE,paired_layers,186;463,Layer2-Layer3_top6;Layer5-Layer4_top3
4,Layer5-Layer4,ETV1,8.99592518232514,2.27731473250763e-13,1.26987397843596e-09,8095,ENSG00000006468,TRUE,TRUE,TRUE,paired_layers,446;464,Layer5-Layer3_top6;Layer5-Layer4_top4
5,Layer5-Layer4,HS3ST2,8.90347542168195,3.37905249871087e-13,1.26987397843596e-09,16964,ENSG00000122254,FALSE,FALSE,FALSE,paired_layers,375;386;413;423;442;456;465,Layer5-Layer1_top5;Layer6-Layer1_top6;Layer5-Layer2_top3;Layer6-Layer2_top3;Layer5-Layer3_top2;Layer6-Layer3_top6;Layer5-Layer4_top5
6,Layer5-Layer4,PCP4,8.90120587148123,3.41195820635698e-13,1.26987397843596e-09,22225,ENSG00000183036,TRUE,TRUE,TRUE,paired_layers,51;272;323;444;466,Layer5_top1;Layer5-Layer6_top2;Layer5-WM_top3;Layer5-Layer3_top4;Layer5-Layer4_top6
7,Layer5-Layer4,HS3ST4,8.06764069905673,1.20817114797412e-11,3.85423855791574e-08,16991,ENSG00000182601,FALSE,FALSE,TRUE,paired_layers,99;384;432;441;452;467;475,WM-Layer3_top9;Layer6-Layer1_top4;Layer4-Layer3_top2;Layer5-Layer3_top1;Layer6-Layer3_top2;Layer5-Layer4_top7;Layer6-Layer4_top5
8,Layer5-Layer4,DIRAS2,8.00090168247181,1.60778542706159e-11,4.48793204646404e-08,10887,ENSG00000165023,FALSE,FALSE,TRUE,paired_layers,385;468,Layer6-Layer1_top5;Layer5-Layer4_top8
9,Layer5-Layer4,HTR2C,7.86496192901005,2.87681418318921e-11,6.42421375247982e-08,9478,ENSG00000147246,TRUE,FALSE,TRUE,paired_layers,56;469,Layer5_top6;Layer5-Layer4_top9
10,Layer5-Layer4,PCDH17,7.76446995489131,4.42171317785814e-11,8.97647972497728e-08,14929,ENSG00000118946,TRUE,FALSE,TRUE,paired_layers,470;473,Layer5-Layer4_top10;Layer6-Layer4_top3
1,Layer6-Layer4,KRT17,17.3334446416936,2.70524389828127e-27,6.0410801492519e-23,18321,ENSG00000128422,FALSE,FALSE,TRUE,paired_layers,69;381;421;451;471;481,Layer6_top9;Layer6-Layer1_top1;Layer6-Layer2_top1;Layer6-Layer3_top1;Layer6-Layer4_top1;Layer6-Layer5_top1
2,Layer6-Layer4,NR4A2,15.198119388047,4.47082169089081e-24,4.99189595896414e-20,3178,ENSG00000153234,TRUE,TRUE,TRUE,paired_layers,62;428;454;472;488,Layer6_top2;Layer6-Layer2_top8;Layer6-Layer3_top4;Layer6-Layer4_top2;Layer6-Layer5_top8
3,Layer6-Layer4,PCDH17,13.7709042492756,8.72238108899085e-22,4.86948730245637e-18,14929,ENSG00000118946,TRUE,FALSE,TRUE,paired_layers,470;473,Layer5-Layer4_top10;Layer6-Layer4_top3
4,Layer6-Layer4,TLE4,13.0280003291927,1.5043197932965e-20,6.71859306082083e-17,10842,ENSG00000106829,TRUE,TRUE,TRUE,paired_layers,108;474,WM-Layer4_top8;Layer6-Layer4_top4
5,Layer6-Layer4,HS3ST4,12.626657645202,7.20996343426853e-20,2.68342822417751e-16,16991,ENSG00000182601,FALSE,FALSE,TRUE,paired_layers,99;384;432;441;452;467;475,WM-Layer3_top9;Layer6-Layer1_top4;Layer4-Layer3_top2;Layer5-Layer3_top1;Layer6-Layer3_top2;Layer5-Layer4_top7;Layer6-Layer4_top5
6,Layer6-Layer4,CTGF,12.5560970525046,9.51653551407191e-20,3.03591077949628e-16,7750,ENSG00000118523,TRUE,TRUE,TRUE,paired_layers,427;455;476;482,Layer6-Layer2_top7;Layer6-Layer3_top5;Layer6-Layer4_top6;Layer6-Layer5_top2
7,Layer6-Layer4,ISLR,12.2545498497727,3.13759467465908e-19,7.78506963109021e-16,16311,ENSG00000129009,FALSE,FALSE,TRUE,paired_layers,61;430;460;477;484,Layer6_top1;Layer6-Layer2_top10;Layer6-Layer3_top10;Layer6-Layer4_top7;Layer6-Layer5_top4
8,Layer6-Layer4,GNG2,12.1765888006933,4.27878467205146e-19,7.96246170929842e-16,15352,ENSG00000186469,FALSE,FALSE,FALSE,paired_layers,190;478;483,Layer2-Layer3_top10;Layer6-Layer4_top8;Layer6-Layer5_top3
9,Layer6-Layer4,B3GALT2,11.7764645260016,2.12643644989594e-18,3.65272710481741e-15,1809,ENSG00000162630,TRUE,FALSE,FALSE,paired_layers,382;425;453;479,Layer6-Layer1_top2;Layer6-Layer2_top5;Layer6-Layer3_top3;Layer6-Layer4_top9
10,Layer6-Layer4,OLFML2B,11.7411200264883,2.45215893639373e-18,3.91136865775775e-15,1619,ENSG00000162745,FALSE,FALSE,FALSE,paired_layers,480;485,Layer6-Layer4_top10;Layer6-Layer5_top5
1,Layer6-Layer5,KRT17,11.6284591112158,3.86593176494044e-18,2.8776707414295e-14,18321,ENSG00000128422,FALSE,FALSE,TRUE,paired_layers,69;381;421;451;471;481,Layer6_top9;Layer6-Layer1_top1;Layer6-Layer2_top1;Layer6-Layer3_top1;Layer6-Layer4_top1;Layer6-Layer5_top1
2,Layer6-Layer5,CTGF,11.1419954394185,2.80498413502106e-17,1.56595251797888e-13,7750,ENSG00000118523,TRUE,TRUE,TRUE,paired_layers,427;455;476;482,Layer6-Layer2_top7;Layer6-Layer3_top5;Layer6-Layer4_top6;Layer6-Layer5_top2
3,Layer6-Layer5,GNG2,10.1093553831946,2.0385322795336e-15,6.50320919060927e-12,15352,ENSG00000186469,FALSE,FALSE,FALSE,paired_layers,190;478;483,Layer2-Layer3_top10;Layer6-Layer4_top8;Layer6-Layer5_top3
4,Layer6-Layer5,ISLR,9.38500141918434,4.34532121753891e-14,1.07817075676513e-10,16311,ENSG00000129009,FALSE,FALSE,TRUE,paired_layers,61;430;460;477;484,Layer6_top1;Layer6-Layer2_top10;Layer6-Layer3_top10;Layer6-Layer4_top7;Layer6-Layer5_top4
5,Layer6-Layer5,OLFML2B,8.7177519233186,7.47231069176854e-13,1.19188692898488e-09,1619,ENSG00000162745,FALSE,FALSE,FALSE,paired_layers,480;485,Layer6-Layer4_top10;Layer6-Layer5_top5
6,Layer6-Layer5,MCTP1,8.56361646819264,1.44480355824147e-12,2.15092721727268e-09,6244,ENSG00000175471,FALSE,FALSE,FALSE,paired_layers,486,Layer6-Layer5_top6
7,Layer6-Layer5,DGKG,8.17676938710618,7.57127922477899e-12,1.05671397730337e-08,4886,ENSG00000058866,FALSE,FALSE,TRUE,paired_layers,487,Layer6-Layer5_top7
8,Layer6-Layer5,NR4A2,7.82355608006139,3.43433998145522e-11,3.83461230629383e-08,3178,ENSG00000153234,TRUE,TRUE,TRUE,paired_layers,62;428;454;472;488,Layer6_top2;Layer6-Layer2_top8;Layer6-Layer3_top4;Layer6-Layer4_top2;Layer6-Layer5_top8
9,Layer6-Layer5,TESPA1,7.65180401201939,7.15692297454138e-11,7.54518418835261e-08,14039,ENSG00000135426,FALSE,FALSE,FALSE,paired_layers,240;259;489,Layer3-Layer5_top10;Layer4-Layer5_top9;Layer6-Layer5_top9
10,Layer6-Layer5,EHD2,7.13920305675035,6.35169211979511e-10,5.25331987878314e-07,21096,ENSG00000024422,FALSE,FALSE,FALSE,paired_layers,490,Layer6-Layer5_top10
